playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,goalAssists W Mean,goalAssists Scalar,tacklesInside50 W Mean,tacklesInside50 Scalar,metresGained W Mean,metresGained Scalar,extendedStats.groundBallGets W Mean,extendedStats.groundBallGets Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.centreBounceAttendances W Mean,extendedStats.centreBounceAttendances Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Darcy Parish,12.85,38.55,26.53,13.89,27.78,63.97,4.64,13.92,26.91,4.28,17.12,22.15,0.39,0.39,-57.42,0.87,-2.61,2.23,0.02,0.12,-95.46,0.16,0.16,-56.52,26.74,43.56,16.99,50.77,10.02,35.96,0.01,-95.61,4.63,35.06,4.62,62.5,4.72,56.03,0.04,-89.64,69.52,-1.64,1.57,7.09,0.19,-54.11,0.58,12.4,344.02,19.88,7.07,35.18,1.05,-8.3,18.96,101.21,95.44,-4.65,28.57,95.43
Darcy Tucker,8.0,24.0,-21.23,8.5,17.0,0.34,4.0,12.0,9.41,2.5,10.0,-28.65,0.0,0.0,-100.0,1.0,-3.0,17.51,0.0,0.0,-100.0,0.5,0.5,35.87,16.5,-11.42,10.5,-6.82,5.5,-25.37,0.0,-100.0,4.0,16.69,2.5,-12.06,1.5,-50.41,0.5,29.53,75.95,7.46,2.0,36.43,0.0,-100.0,0.0,-100.0,268.0,-6.61,5.0,-4.4,0.5,-56.33,3.5,-62.86,60.5,-0.0,-18.5,60.5
Darcy Wilmot,12.0,36.0,18.16,8.0,16.0,-5.56,9.0,27.0,146.17,2.0,8.0,-42.92,0.0,0.0,-100.0,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,20.0,7.37,12.0,6.49,8.0,8.55,1.0,338.6,8.0,133.37,2.0,-29.65,1.0,-66.94,0.0,-100.0,75.0,6.12,2.0,36.43,0.0,-100.0,0.0,-100.0,329.0,14.65,7.0,33.84,2.0,74.67,0.0,-100.0,84.0,-0.0,13.16,84.0
David Mundy,9.0,27.0,-11.38,12.0,24.0,41.66,1.0,3.0,-72.65,5.5,22.0,56.96,1.5,1.5,63.76,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.5,0.5,35.87,21.0,12.74,11.0,-2.39,10.5,42.47,0.0,-100.0,1.0,-70.83,5.0,75.87,2.0,-33.88,0.0,-100.0,67.7,-4.21,2.0,36.43,0.5,20.77,0.0,-100.0,251.5,-12.36,7.5,43.4,0.5,-56.33,22.0,133.47,78.0,-0.0,5.08,78.0
David Swallow,9.17,27.51,-9.71,17.29,34.58,104.11,4.7,14.1,28.56,2.25,9.0,-35.79,0.96,0.96,4.8,0.22,-0.66,-74.15,0.13,0.78,-70.52,0.08,0.08,-78.26,26.46,42.05,15.76,39.85,11.42,54.95,0.05,-78.07,4.65,35.65,1.44,-49.35,2.94,-2.81,0.87,125.39,77.13,9.13,1.72,17.33,0.04,-90.34,0.09,-82.56,337.58,17.64,10.16,94.26,1.92,67.69,13.25,40.61,86.34,-3.23,16.31,86.35
Dayne Zorko,11.68,35.04,15.01,4.16,8.32,-50.89,5.17,15.51,41.41,5.44,21.76,55.25,0.94,0.94,2.62,1.89,-5.67,122.09,0.02,0.12,-95.46,0.05,0.05,-86.41,15.84,-14.96,10.65,-5.49,5.92,-19.67,0.02,-91.23,5.16,50.53,2.02,-28.95,2.25,-25.62,0.02,-94.82,67.52,-4.47,2.11,43.93,0.95,129.47,4.33,739.15,320.6,11.72,3.97,-24.09,1.11,-3.06,6.35,-32.61,76.08,-3.43,2.49,76.07
Deven Robertson,4.0,12.0,-60.61,3.0,6.0,-64.59,3.0,9.0,-17.94,3.0,12.0,-14.38,0.0,0.0,-100.0,2.0,-6.0,135.02,0.0,0.0,-100.0,0.0,0.0,-100.0,7.0,-62.42,4.0,-64.5,3.0,-59.29,0.0,-100.0,3.0,-12.49,2.0,-29.65,2.0,-33.88,0.0,-100.0,71.4,1.02,0.0,-100.0,0.0,-100.0,2.0,287.6,167.0,-41.81,3.0,-42.64,0.0,-100.0,0.0,-100.0,33.0,-0.0,-55.54,33.0
Dion Prestia,10.86,32.58,6.93,12.42,24.84,46.62,3.3,9.9,-9.74,2.24,8.96,-36.07,0.87,0.87,-5.02,0.61,-1.83,-28.32,0.24,1.44,-45.58,0.31,0.31,-15.76,23.28,24.98,14.33,27.16,9.07,23.07,0.07,-69.3,3.24,-5.48,4.47,57.23,2.86,-5.45,0.28,-27.46,71.5,1.16,2.0,36.43,0.64,54.59,0.27,-47.67,305.92,6.6,6.53,24.86,0.91,-20.52,16.83,78.61,77.07,-6.27,3.82,77.07
Dom Sheed,10.56,31.68,3.98,6.95,13.9,-17.96,1.78,5.34,-51.31,2.32,9.28,-33.79,2.73,2.73,198.03,1.86,-5.58,118.57,0.06,0.36,-86.39,0.89,0.89,141.85,17.51,-6.0,7.84,-30.43,8.89,20.62,0.0,-100.0,1.78,-48.07,5.83,105.07,2.06,-31.9,0.02,-94.82,58.46,-17.29,0.35,-76.13,0.06,-85.51,0.06,-88.37,244.32,-14.86,5.1,-2.49,0.1,-91.27,18.37,94.95,58.6,-24.49,-21.06,58.6
Dustin Martin,18.0,54.0,77.24,3.0,6.0,-64.59,3.0,9.0,-17.94,0.0,0.0,-100.0,2.0,2.0,118.34,2.0,-6.0,135.02,1.0,6.0,126.76,0.0,0.0,-100.0,21.0,12.74,11.0,-2.39,11.0,49.25,0.0,-100.0,3.0,-12.49,3.0,5.52,7.0,131.4,0.0,-100.0,76.2,7.81,1.0,-31.79,0.0,-100.0,0.0,-100.0,503.0,75.28,5.0,-4.4,1.0,-12.66,15.0,59.18,71.0,-0.0,-4.35,71.0
Dylan Moore,10.69,32.07,5.26,7.92,15.84,-6.5,4.55,13.65,24.45,4.41,17.64,25.86,1.77,1.77,93.23,0.63,-1.89,-25.97,1.19,7.14,169.84,0.66,0.66,79.35,18.61,-0.09,11.51,2.14,7.57,2.71,0.32,40.35,4.24,23.69,1.66,-41.61,3.89,28.6,1.03,166.84,71.95,1.8,0.31,-78.85,1.13,172.95,1.51,192.64,279.2,-2.71,5.03,-3.82,0.97,-15.28,4.85,-48.53,86.86,4.85,17.01,86.88
Dylan Shiel,10.02,30.06,-1.34,9.48,18.96,11.91,3.79,11.37,3.67,2.24,8.96,-36.07,0.88,0.88,-3.93,0.85,-2.55,-0.12,1.68,10.08,280.95,0.01,0.01,-97.28,19.5,4.69,15.53,37.81,4.7,-36.23,0.0,-100.0,3.79,10.56,1.6,-43.72,2.35,-22.31,0.0,-100.0,67.85,-4.0,0.25,-82.95,0.02,-95.17,0.06,-88.37,261.39,-8.91,2.45,-53.15,0.87,-24.02,11.08,17.58,77.76,-2.87,4.75,77.77
Dylan Stephens,12.0,36.0,18.16,5.0,10.0,-40.98,3.5,10.5,-4.27,2.5,10.0,-28.65,1.0,1.0,9.17,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,-8.73,13.0,15.36,4.0,-45.73,0.5,119.3,3.0,-12.49,0.0,-100.0,3.5,15.7,0.0,-100.0,76.55,8.31,2.5,70.53,0.0,-100.0,0.0,-100.0,418.0,45.66,3.0,-42.64,0.5,-56.33,0.0,-100.0,67.5,-0.0,-9.07,67.5
Ed Curnow,11.67,35.01,14.91,5.67,11.34,-33.07,2.33,6.99,-36.27,3.0,12.0,-14.38,0.0,0.0,-100.0,2.0,-6.0,135.02,0.33,1.98,-25.17,1.0,1.0,171.74,17.33,-6.96,10.67,-5.32,6.0,-18.59,0.0,-100.0,2.33,-32.03,3.0,5.52,1.33,-56.03,0.67,73.58,64.07,-9.35,0.67,-54.3,0.67,61.84,0.33,-36.05,210.0,-26.82,5.0,-4.4,0.67,-41.48,17.67,87.52,62.33,-0.0,-16.03,62.32
Ed Richards,16.43,49.29,61.78,8.43,16.86,-0.48,4.86,14.58,32.93,4.71,18.84,34.42,0.57,0.57,-37.77,0.57,-1.71,-33.02,0.57,3.42,29.25,1.0,1.0,171.74,24.86,33.46,13.86,22.99,10.29,39.62,0.0,-100.0,4.86,41.77,6.14,115.97,6.71,121.82,0.14,-63.73,63.87,-9.63,1.29,-12.01,1.14,175.36,1.14,120.93,492.43,71.6,8.0,52.96,2.14,86.9,13.14,39.45,102.86,-0.0,38.57,102.85
Elijah Hewett,7.83,23.49,-22.9,9.33,18.66,10.14,2.0,6.0,-45.3,2.67,10.68,-23.8,0.33,0.33,-63.97,1.17,-3.51,37.49,0.33,1.98,-25.17,0.5,0.5,35.87,17.17,-7.82,8.33,-26.08,8.17,10.85,0.0,-100.0,2.0,-41.66,3.33,17.13,2.5,-17.36,0.33,-14.51,53.17,-24.77,1.83,24.83,0.0,-100.0,0.33,-36.05,198.17,-30.94,7.0,33.84,0.83,-27.51,13.5,43.27,58.17,-0.0,-21.64,58.13
Elijah Hollands,12.0,36.0,18.16,7.0,14.0,-17.37,4.0,12.0,9.41,4.0,16.0,14.16,0.0,0.0,-100.0,1.0,-3.0,17.51,1.0,6.0,126.76,1.0,1.0,171.74,19.0,2.0,10.0,-11.26,9.0,22.12,1.0,338.6,3.0,-12.49,1.0,-64.83,7.0,131.4,1.0,159.07,63.2,-10.58,1.0,-31.79,1.0,141.55,1.0,93.8,294.0,2.45,8.0,52.96,3.0,162.01,6.0,-36.33,82.0,-0.0,10.46,82.0
Elijah Tsatas,5.0,15.0,-50.77,11.0,22.0,29.85,4.0,12.0,9.41,2.0,8.0,-42.92,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,126.76,0.0,0.0,-100.0,16.0,-14.1,8.0,-29.01,8.0,8.55,2.0,777.19,2.0,-41.66,0.0,-100.0,3.0,-0.83,1.0,159.07,56.3,-20.34,0.0,-100.0,0.0,-100.0,1.0,93.8,145.0,-49.47,6.0,14.72,0.0,-100.0,0.0,-100.0,63.0,-0.0,-15.13,63.0
Elliot Yeo,12.3,36.9,21.11,9.91,19.82,16.99,2.26,6.78,-38.18,5.93,23.72,69.24,1.57,1.57,71.4,1.06,-3.18,24.56,0.46,2.76,4.31,0.42,0.42,14.13,22.21,19.24,10.5,-6.82,11.4,54.68,0.21,-7.89,2.05,-40.2,6.04,112.45,4.47,47.77,0.25,-35.23,66.21,-6.32,2.0,36.43,0.59,42.51,0.57,10.47,414.62,44.48,7.84,49.9,1.79,56.33,18.88,100.36,88.82,5.71,19.65,88.79
Errol Gulden,20.46,61.38,101.46,8.72,17.44,2.94,7.47,22.41,104.32,2.63,10.52,-24.94,0.26,0.26,-71.62,1.02,-3.06,19.86,0.14,0.84,-68.25,0.98,0.98,166.3,29.18,56.65,24.41,116.61,4.76,-35.41,0.02,-91.23,7.45,117.33,1.38,-51.46,6.71,121.82,0.12,-68.91,71.42,1.05,2.17,48.02,1.74,320.29,0.08,-84.5,629.73,119.44,3.54,-32.31,0.12,-89.52,8.69,-7.78,110.77,13.08,49.22,110.77
Ethan Hughes,7.0,21.0,-31.08,12.0,24.0,41.66,1.0,3.0,-72.65,2.0,8.0,-42.92,3.0,3.0,227.51,0.0,-0.0,-100.0,1.0,6.0,126.76,0.0,0.0,-100.0,19.0,2.0,14.0,24.23,4.0,-45.73,0.0,-100.0,1.0,-70.83,1.0,-64.83,3.0,-0.83,0.0,-100.0,78.9,11.63,2.0,36.43,0.0,-100.0,1.0,93.8,267.0,-6.96,1.0,-80.88,1.0,-12.66,0.0,-100.0,65.0,-0.0,-12.44,65.0
Finlay Macrae,7.0,21.0,-31.08,4.0,8.0,-52.78,1.0,3.0,-72.65,3.5,14.0,-0.11,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.5,3.0,13.38,0.5,0.5,35.87,11.0,-40.95,6.0,-46.76,5.0,-32.16,0.0,-100.0,1.0,-70.83,3.5,23.11,2.0,-33.88,0.0,-100.0,56.25,-20.41,0.0,-100.0,1.0,141.55,0.5,-3.1,171.5,-40.24,5.0,-4.4,0.5,-56.33,10.0,6.12,49.5,-0.0,-33.32,49.5
Finn Callaghan,9.62,28.86,-5.28,15.38,30.76,81.56,2.5,7.5,-31.62,3.25,13.0,-7.25,1.12,1.12,22.27,0.88,-2.64,3.41,0.0,0.0,-100.0,0.38,0.38,3.26,25.0,34.21,15.38,36.48,9.62,30.53,0.0,-100.0,2.5,-27.07,4.5,58.28,4.88,61.32,0.0,-100.0,73.89,4.54,2.38,62.35,0.5,20.77,0.25,-51.55,355.75,23.97,7.12,36.14,1.0,-12.66,14.12,49.85,79.0,-0.0,6.42,78.98
Finn Maginness,9.89,29.67,-2.62,6.23,12.46,-26.45,4.72,14.16,29.1,0.71,2.84,-79.74,0.07,0.07,-92.36,0.93,-2.79,9.28,0.46,2.76,4.31,0.86,0.86,133.7,16.13,-13.41,10.88,-3.45,5.66,-23.2,0.42,84.21,4.3,25.44,0.94,-66.94,2.4,-20.66,0.42,8.81,75.23,6.44,1.38,-5.87,0.01,-97.58,0.09,-82.56,247.62,-13.71,4.74,-9.37,0.92,-19.65,0.1,-98.94,60.08,6.44,-19.06,60.03
George Hewett,11.13,33.39,9.59,13.76,27.52,62.44,2.91,8.73,-20.4,5.68,22.72,62.1,1.16,1.16,26.64,0.96,-2.88,12.81,0.18,1.08,-59.18,0.02,0.02,-94.57,24.89,33.62,13.85,22.9,11.18,51.7,0.04,-82.46,2.87,-16.28,5.79,103.66,3.9,28.93,0.11,-71.5,76.11,7.69,1.07,-27.01,0.66,59.42,0.34,-34.11,269.18,-6.2,7.98,52.58,0.95,-17.03,21.42,127.32,91.74,-1.52,23.59,91.74
George Wardlaw,9.8,29.4,-3.51,8.3,16.6,-2.02,3.02,9.06,-17.4,4.95,19.8,41.27,1.51,1.51,64.85,1.02,-3.06,19.86,0.49,2.94,11.11,0.02,0.02,-94.57,18.09,-2.88,8.95,-20.58,9.96,35.14,0.14,-38.6,2.88,-15.99,5.57,95.92,3.01,-0.5,0.3,-22.28,72.28,2.27,1.37,-6.55,0.66,59.42,0.81,56.98,264.48,-7.84,6.64,26.96,1.63,42.36,20.9,121.8,76.27,11.54,2.75,76.27
Greg Clark,8.0,24.0,-21.23,5.0,10.0,-40.98,2.0,6.0,-45.3,3.0,12.0,-14.38,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,13.0,-30.21,12.0,6.49,1.0,-86.43,0.0,-100.0,2.0,-41.66,1.0,-64.83,2.0,-33.88,0.0,-100.0,69.2,-2.09,2.0,36.43,0.0,-100.0,1.0,93.8,259.0,-9.75,1.0,-80.88,0.0,-100.0,0.0,-100.0,52.0,-0.0,-29.95,52.0
Harley Reid,8.83,26.49,-13.06,10.11,20.22,19.35,2.22,6.66,-39.28,3.94,15.76,12.44,2.06,2.06,124.89,2.39,-7.17,180.85,0.5,3.0,13.38,0.44,0.44,19.57,18.94,1.68,8.89,-21.11,10.17,37.99,0.5,119.3,1.72,-49.82,5.0,75.87,3.22,6.45,0.33,-14.51,71.23,0.78,1.06,-27.69,0.33,-20.29,0.67,29.84,298.78,4.12,7.11,35.95,0.94,-17.9,19.72,109.28,67.5,-0.0,-9.07,67.46
Harrison Jones,7.0,21.0,-31.08,6.0,12.0,-29.17,3.0,9.0,-17.94,4.0,16.0,14.16,1.0,1.0,9.17,0.0,-0.0,-100.0,2.0,12.0,353.51,0.0,0.0,-100.0,13.0,-30.21,5.0,-55.63,8.0,8.55,1.0,338.6,2.0,-41.66,0.0,-100.0,3.0,-0.83,1.0,159.07,61.5,-12.99,0.0,-100.0,1.0,141.55,1.0,93.8,114.0,-60.27,6.0,14.72,1.0,-12.66,0.0,-100.0,71.0,-0.0,-4.35,71.0
Harry Morrison,11.0,33.0,8.31,8.0,16.0,-5.56,7.0,21.0,91.47,3.0,12.0,-14.38,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,126.76,0.0,0.0,-100.0,19.0,2.0,14.0,24.23,7.0,-5.02,0.0,-100.0,7.0,104.2,3.0,5.52,2.0,-33.88,0.0,-100.0,84.2,19.13,4.0,172.85,1.0,141.55,0.0,-100.0,367.0,27.89,5.0,-4.4,1.0,-12.66,0.0,-100.0,88.0,-0.0,18.55,88.0
Harry Perryman,11.42,34.26,12.45,8.53,17.06,0.7,3.03,9.09,-17.12,3.2,12.8,-8.68,0.78,0.78,-14.85,0.93,-2.79,9.28,0.04,0.24,-90.93,0.09,0.09,-75.54,19.95,7.1,11.98,6.31,7.91,7.33,0.0,-100.0,3.03,-11.61,1.74,-38.8,2.4,-20.66,0.04,-89.64,75.23,6.44,3.05,108.05,0.41,-0.97,0.22,-57.36,326.53,13.79,6.33,21.03,1.04,-9.17,2.87,-69.54,71.5,-9.02,-3.68,71.53
Harry Schoenberg,5.89,17.67,-42.0,6.93,13.86,-18.19,3.94,11.82,7.77,1.82,7.28,-48.06,0.72,0.72,-21.4,0.44,-1.32,-48.3,0.84,5.04,90.48,0.15,0.15,-59.24,12.82,-31.18,7.78,-30.96,5.32,-27.82,0.0,-100.0,3.94,14.94,2.04,-28.24,2.33,-22.98,0.0,-100.0,75.45,6.75,0.02,-98.64,0.57,37.68,0.01,-98.06,163.71,-42.95,4.45,-14.91,1.84,60.7,2.22,-76.44,55.22,-18.99,-25.61,55.22
Harry Sheezel,18.9,56.7,86.1,9.52,19.04,12.38,7.5,22.5,105.14,2.52,10.08,-28.08,1.33,1.33,45.2,0.1,-0.3,-88.25,0.0,0.0,-100.0,0.05,0.05,-86.41,28.43,52.63,18.81,66.92,5.19,-29.58,0.02,-91.23,7.48,118.2,1.19,-58.14,3.05,0.83,0.0,-100.0,82.44,16.64,7.71,425.92,0.5,20.77,0.0,-100.0,584.9,103.82,3.79,-27.53,0.1,-91.27,0.21,-97.77,109.45,8.81,47.44,109.4
Harvey Gallagher,14.0,42.0,37.85,9.0,18.0,6.24,2.0,6.0,-45.3,7.0,28.0,99.77,1.0,1.0,9.17,5.0,-15.0,487.54,0.0,0.0,-100.0,2.0,2.0,443.48,23.0,23.48,11.0,-2.39,12.0,62.82,0.0,-100.0,2.0,-41.66,6.0,111.04,5.0,65.29,0.0,-100.0,39.1,-44.68,1.0,-31.79,0.0,-100.0,2.0,287.6,287.0,0.01,7.0,33.84,1.0,-12.66,24.0,154.7,82.0,-0.0,10.46,82.0
Hayden Young,12.83,38.49,26.33,10.02,20.04,18.29,2.94,8.82,-19.58,5.96,23.84,70.09,0.89,0.89,-2.84,1.06,-3.18,24.56,0.55,3.3,24.72,0.31,0.31,-15.76,22.86,22.73,13.12,16.43,10.14,37.58,0.12,-47.37,2.82,-17.74,5.37,88.88,5.43,79.5,0.12,-68.91,71.17,0.7,1.45,-1.09,1.12,170.53,0.69,33.72,412.89,43.88,7.55,44.36,1.55,35.37,18.92,100.79,92.53,-0.66,24.65,92.51
Hugh Bond,3.5,10.5,-65.54,5.0,10.0,-40.98,2.0,6.0,-45.3,4.5,18.0,28.42,0.0,0.0,-100.0,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,8.5,-54.37,6.5,-42.32,2.5,-66.08,0.0,-100.0,2.0,-41.66,0.0,-100.0,2.0,-33.88,0.0,-100.0,77.85,10.15,1.5,2.32,0.0,-100.0,0.0,-100.0,128.0,-55.4,1.5,-71.32,0.5,-56.33,4.0,-57.55,41.5,-0.0,-44.09,41.5
Hugh Greenwood,6.0,18.0,-40.92,10.69,21.38,26.2,2.19,6.57,-40.1,7.19,28.76,105.19,0.66,0.66,-27.95,0.4,-1.2,-53.0,0.19,1.14,-56.92,0.36,0.36,-2.17,16.69,-10.4,5.41,-51.99,10.73,45.59,0.9,294.74,1.29,-62.37,3.95,38.94,1.47,-51.4,0.21,-45.6,73.37,3.81,0.47,-67.94,0.58,40.1,1.43,177.13,92.66,-67.71,7.25,38.62,1.53,33.62,13.86,47.09,75.69,-2.84,1.96,75.67
Hugh McCluggage,15.57,46.71,53.31,11.85,23.7,39.89,4.86,14.58,32.93,3.0,12.0,-14.38,1.15,1.15,25.55,0.57,-1.71,-33.02,0.28,1.68,-36.51,0.43,0.43,16.85,27.43,47.26,17.0,50.86,11.14,51.15,0.0,-100.0,4.86,41.77,5.0,75.87,4.29,41.82,0.0,-100.0,64.98,-8.06,2.14,45.98,0.15,-63.77,1.0,93.8,418.29,45.76,8.86,69.41,2.14,86.9,16.0,69.8,98.57,3.76,32.79,98.54
